0	0.400933
1	0.222359
2	0.04771
3	0.25154
4	0.049445
5	0.200943
6	0.018722
7	0.254786
8	0.05508
9	0.424917
10	0.222501
11	0.029928
12	0.030557
13	0.350906
14	0.069487
15	0.040983
16	0.169287
17	0.08562
18	0.012728
19	0.084622
20	0.095843
21	0.382558
22	0.168735
23	0.056504
24	0.109069
25	0.421025
26	0.375759
27	0.051852
28	0.061349
29	0.174967
30	0.288237
31	0.315722
32	0.060312
33	0.024761
34	0.12002
35	0.01872
36	0.080876
37	0.024382
38	0.111134
39	0.212057
40	0.368579
41	0.076979
42	0.018012
43	0.012493
44	0.061297
45	0.201914
46	0.025135
47	0.013404
48	0.270339
49	0.011951
50	0.153493
51	0.069965
52	0.046638
53	0.279936
54	0.117267
55	0.285241
56	0.434216
57	0.197309
58	0.20202
59	0.279829
60	0.185085
61	0.042025
62	0.275759
63	0.189604
64	0.074912
65	0.207871
66	0.215014
67	0.395635
68	0.085224
69	0.150867
70	0.031446
71	0.042243
72	0.312387
73	0.152082
74	0.006484
75	0.222852
76	0.061339
77	0.097621
78	0.062508
79	0.223122
80	0.265779
81	0.058727
82	0.296299
83	0.114083
84	0.152914
85	0.21851
86	0.029141
87	0.16441
88	0.223959
89	0.042674
90	0.018965
91	0.061057
92	0.164016
93	0.029683
94	0.217101
95	0.060104
96	0.099017
97	0.04723
98	0.372426
99	0.048004
100	0.121082
101	0.159084
102	0.065915
103	0.296702
104	0.383357
105	0.265754
106	0.122355
107	0.57025
108	0.124234
109	0.383498
110	0.041847
111	0.056482
112	0.043129
113	0.330025
114	0.024979
115	0.123194
116	0.096739
117	0.05612
118	0.344578
119	0.400079
120	0.109725
121	0.144761
122	0.43896
123	0.281567
124	0.067202
125	0.127286
126	0.094796
127	0.142649
128	0.298195
129	0.087017
130	0.201815
131	0.060282
132	0.16918
133	0.27207
134	0.2679
135	0.078376
136	0.572585
137	0.065316
138	0.024481
139	0.085036
140	0.073652
141	0.297333
142	0.342025
143	0.060376
144	0.089641
145	0.017586
146	0.163474
147	0.0421
148	0.295759
149	0.11483
150	0.107442
151	0.058344
152	0.047504
153	0.040463
154	0.032587
155	0.037447
156	0.231369
157	0.024806
158	0.252877
159	0.175412
160	0.018653
161	0.341523
162	0.051023
163	0.090428
164	0.026497
165	0.199205
166	0.041112
167	0.057046
168	0.192503
169	0.342075
170	0.423786
171	0.217175
172	0.354338
173	0.159928
174	0.019584
175	0.103001
176	0.213776
177	0.075217
178	0.187168
179	0.018552
180	0.123382
181	0.037254
182	0.009473
183	0.036833
184	0.213471
185	0.349232
186	0.378103
187	0.191057
188	0.419913
189	0.095521
190	0.041065
191	0.054669
192	0.03869
193	0.036628
194	0.165392
195	0.056554
196	0.176613
197	0.09363
198	0.07747
199	0.361458
200	0.39256
201	0.031513
202	0.045066
